Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients_with_Concentration,Effects
45+,Dry,Extreme Dry,Yes,Dark Spots,General,Niacinamide 5% + Kojic Acid 1% + Licorice Extract 2%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
45+,Dry,Extreme Dry,Yes,Dullness,General,Vitamin C 10% + Niacinamide 5% + Hyaluronic Acid 1%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
45+,Dry,Extreme Dry,Yes,Hyperpigmentation,General,Vitamin C 10% + Niacinamide 5% + Tranexamic Acid 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
45+,Dry,Extreme Dry,Yes,Open Pores,General,Green Tea Extract 3% + Salicylic Acid 2% + Azelaic Acid 10%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
45+,Dry,Extreme Dry,Yes,Redness,General,Niacinamide 5% + Centella Asiatica + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
45+,Dry,Extreme Dry,Yes,Sun Tan,General,Alpha Arbutin 2% + Aloe Vera + Niacinamide 5%,"Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
45+,Dry,Extreme Dry,Yes,Whiteheads / Blackheads,General,Zinc PCA + Niacinamide 5% + Salicylic Acid 2%,"Controls sebum production, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
45+,Dry,Extreme Dry,Yes,Wrinkles,General,Niacinamide 5% + Coenzyme Q10 + Retinol 0.1%,"Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles"
45+,Dry,Extreme Dry,No,Acne,Comedonal,Zinc PCA + Azelaic Acid 10% + Benzoyl Peroxide 2.5%,"Controls sebum production, Reduces acne and improves skin texture, Kills acne-causing bacteria"
45+,Dry,Extreme Dry,No,Acne,Inflammatory,Niacinamide 5% + Benzoyl Peroxide 2.5% + Zinc PCA,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Controls sebum production"
45+,Dry,Extreme Dry,No,Acne,Fungal,Zinc PCA + Salicylic Acid 2% + Niacinamide 5%,"Controls sebum production, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
45+,Dry,Extreme Dry,No,Acne,Cystic,Niacinamide 5% + Salicylic Acid 2% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
45+,Dry,Extreme Dry,No,Dark Circles,Pigmented,Caffeine 3% + Caffeine 3% + Vitamin C 10%,"Improves blood circulation under eyes, Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation"
45+,Dry,Extreme Dry,No,Dark Circles,Vascular,Caffeine 3% + Niacinamide 5% + Hyaluronic Acid 1%,"Improves blood circulation under eyes, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
45+,Dry,Extreme Dry,No,Dark Spots,General,Alpha Arbutin 2% + Niacinamide 5% + Kojic Acid 1%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
45+,Dry,Extreme Dry,No,Dullness,General,Vitamin C 10% + Green Tea Extract 3% + Lactic Acid,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance"
45+,Dry,Extreme Dry,No,Hyperpigmentation,General,Alpha Arbutin 2% + Tranexamic Acid 2% + Vitamin C 10%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Brightens skin and reduces pigmentation"
45+,Dry,Extreme Dry,No,Open Pores,General,Azelaic Acid 10% + Salicylic Acid 2% + Clay,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores"
45+,Dry,Extreme Dry,No,Redness,General,Aloe Vera + Green Tea Extract 3% + Centella Asiatica,"Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits, Soothes irritation and repairs skin barrier"
45+,Dry,Extreme Dry,No,Sun Tan,General,Alpha Arbutin 2% + Niacinamide 5% + Licorice Extract 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
45+,Dry,Extreme Dry,No,Whiteheads / Blackheads,General,Salicylic Acid 2% + Zinc PCA + Glycolic Acid,"Unclogs pores and removes excess oil, Controls sebum production, Exfoliates dead skin cells and smooths skin"
45+,Dry,Extreme Dry,No,Wrinkles,General,Peptides + Coenzyme Q10 + Hyaluronic Acid 1%,"Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin"
45+,Oily,Oily to Normal,Yes,Acne,Comedonal,Azelaic Acid 10% + Salicylic Acid 2% + Green Tea Extract 3%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Oily to Normal,Yes,Acne,Inflammatory,Zinc PCA + Salicylic Acid 2% + Benzoyl Peroxide 2.5%,"Controls sebum production, Unclogs pores and removes excess oil, Kills acne-causing bacteria"
45+,Oily,Oily to Normal,Yes,Acne,Fungal,Zinc PCA + Niacinamide 5% + Azelaic Acid 10%,"Controls sebum production, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,Yes,Acne,Cystic,Green Tea Extract 3% + Niacinamide 5% + Azelaic Acid 10%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,Yes,Dark Circles,Pigmented,Vitamin C 10% + Caffeine 3% + Licorice Extract 2%,"Brightens skin and reduces pigmentation, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone"
45+,Oily,Oily to Normal,Yes,Dark Circles,Vascular,Caffeine 3% + Caffeine 3% + Hyaluronic Acid 1%,"Reduces puffiness and improves circulation, Improves blood circulation under eyes, Hydrates and plumps the skin"
45+,Oily,Oily to Normal,Yes,Dark Spots,General,Niacinamide 5% + Kojic Acid 1% + Alpha Arbutin 2%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
45+,Oily,Oily to Normal,Yes,Dullness,General,Niacinamide 5% + Hyaluronic Acid 1% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
45+,Oily,Oily to Normal,Yes,Hyperpigmentation,General,Niacinamide 5% + Alpha Arbutin 2% + Tranexamic Acid 2%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation"
45+,Oily,Oily to Normal,Yes,Open Pores,General,Green Tea Extract 3% + Azelaic Acid 10% + Salicylic Acid 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
45+,Oily,Oily to Normal,Yes,Redness,General,Centella Asiatica + Green Tea Extract 3% + Chamomile Extract,"Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation"
45+,Oily,Oily to Normal,Yes,Sun Tan,General,Licorice Extract 2% + Niacinamide 5% + Alpha Arbutin 2%,"Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
45+,Oily,Oily to Normal,Yes,Whiteheads / Blackheads,General,Willow Bark Extract + Niacinamide 5% + Salicylic Acid 2%,"Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
45+,Oily,Oily to Normal,Yes,Wrinkles,General,Retinol 0.1% + Hyaluronic Acid 1% + Niacinamide 5%,"Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Oily,Oily to Normal,No,Acne,Comedonal,Niacinamide 5% + Green Tea Extract 3% + Azelaic Acid 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,No,Acne,Inflammatory,Azelaic Acid 10% + Benzoyl Peroxide 2.5% + Salicylic Acid 2%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
45+,Oily,Oily to Normal,No,Acne,Fungal,Niacinamide 5% + Azelaic Acid 10% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Oily to Normal,No,Acne,Cystic,Salicylic Acid 2% + Benzoyl Peroxide 2.5% + Azelaic Acid 10%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,No,Dark Circles,Pigmented,Vitamin C 10% + Hyaluronic Acid 1% + Niacinamide 5%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Oily,Oily to Normal,No,Dark Circles,Vascular,Caffeine 3% + Hyaluronic Acid 1% + Vitamin C 10%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
45+,Oily,Oily to Normal,No,Dark Spots,General,Vitamin C 10% + Kojic Acid 1% + Licorice Extract 2%,"Brightens skin and reduces pigmentation, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
45+,Oily,Oily to Normal,No,Dullness,General,Niacinamide 5% + Hyaluronic Acid 1% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Oily to Normal,No,Hyperpigmentation,General,Tranexamic Acid 2% + Alpha Arbutin 2% + Licorice Extract 2%,"Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
45+,Oily,Oily to Normal,No,Open Pores,General,Azelaic Acid 10% + Niacinamide 5% + Clay,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Absorbs excess oil and tightens pores"
45+,Oily,Oily to Normal,No,Redness,General,Chamomile Extract + Aloe Vera + Centella Asiatica,"Calms redness and irritation, Soothes and hydrates irritated skin, Soothes irritation and repairs skin barrier"
45+,Oily,Oily to Normal,No,Sun Tan,General,Alpha Arbutin 2% + Niacinamide 5% + Aloe Vera,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
45+,Oily,Oily to Normal,No,Whiteheads / Blackheads,General,Salicylic Acid 2% + Glycolic Acid + Willow Bark Extract,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Naturally exfoliates and clears pores"
45+,Oily,Oily to Normal,No,Wrinkles,General,Retinol 0.1% + Peptides + Hyaluronic Acid 1%,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Hydrates and plumps the skin"
45+,Oily,Extreme Oily,Yes,Acne,Comedonal,Salicylic Acid 2% + Niacinamide 5% + Zinc PCA,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Controls sebum production"
45+,Oily,Extreme Oily,Yes,Acne,Inflammatory,Azelaic Acid 10% + Green Tea Extract 3% + Niacinamide 5%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Acne,Fungal,Green Tea Extract 3% + Salicylic Acid 2% + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Acne,Cystic,Azelaic Acid 10% + Benzoyl Peroxide 2.5% + Zinc PCA,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Controls sebum production"
45+,Oily,Extreme Oily,Yes,Dark Circles,Pigmented,Caffeine 3% + Hyaluronic Acid 1% + Niacinamide 5%,"Reduces puffiness and improves circulation, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Dark Circles,Vascular,Vitamin C 10% + Caffeine 3% + Caffeine 3%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
45+,Oily,Extreme Oily,Yes,Dark Spots,General,Kojic Acid 1% + Alpha Arbutin 2% + Vitamin C 10%,"Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
45+,Oily,Extreme Oily,Yes,Dullness,General,Lactic Acid + Green Tea Extract 3% + Niacinamide 5%,"Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Hyperpigmentation,General,Niacinamide 5% + Tranexamic Acid 2% + Alpha Arbutin 2%,"Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots"
45+,Oily,Extreme Oily,Yes,Open Pores,General,Clay + Salicylic Acid 2% + Azelaic Acid 10%,"Absorbs excess oil and tightens pores, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
45+,Oily,Extreme Oily,Yes,Redness,General,Niacinamide 5% + Aloe Vera + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Extreme Oily,Yes,Sun Tan,General,Aloe Vera + Vitamin C 10% + Licorice Extract 2%,"Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
45+,Oily,Extreme Oily,Yes,Whiteheads / Blackheads,General,Glycolic Acid + Salicylic Acid 2% + Zinc PCA,"Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil, Controls sebum production"
45+,Oily,Extreme Oily,Yes,Wrinkles,General,Retinol 0.1% + Peptides + Coenzyme Q10,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
45+,Oily,Extreme Oily,No,Acne,Comedonal,Zinc PCA + Green Tea Extract 3% + Salicylic Acid 2%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
45+,Oily,Extreme Oily,No,Acne,Inflammatory,Zinc PCA + Niacinamide 5% + Green Tea Extract 3%,"Controls sebum production, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Extreme Oily,No,Acne,Fungal,Green Tea Extract 3% + Azelaic Acid 10% + Zinc PCA,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Controls sebum production"
45+,Oily,Extreme Oily,No,Acne,Cystic,Salicylic Acid 2% + Green Tea Extract 3% + Benzoyl Peroxide 2.5%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria"
45+,Oily,Extreme Oily,No,Dark Circles,Pigmented,Caffeine 3% + Vitamin C 10% + Hyaluronic Acid 1%,"Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation, Hydrates and plumps the skin"
45+,Oily,Extreme Oily,No,Dark Circles,Vascular,Caffeine 3% + Licorice Extract 2% + Hyaluronic Acid 1%,"Improves blood circulation under eyes, Lightens dark spots and evens skin tone, Hydrates and plumps the skin"
45+,Oily,Extreme Oily,No,Dark Spots,General,Vitamin C 10% + Niacinamide 5% + Kojic Acid 1%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
45+,Oily,Extreme Oily,No,Dullness,General,Hyaluronic Acid 1% + Niacinamide 5% + Vitamin C 10%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
45+,Oily,Extreme Oily,No,Hyperpigmentation,General,Alpha Arbutin 2% + Tranexamic Acid 2% + Licorice Extract 2%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone"
45+,Oily,Extreme Oily,No,Open Pores,General,Green Tea Extract 3% + Clay + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,No,Redness,General,Chamomile Extract + Centella Asiatica + Green Tea Extract 3%,"Calms redness and irritation, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Extreme Oily,No,Sun Tan,General,Licorice Extract 2% + Aloe Vera + Niacinamide 5%,"Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,No,Whiteheads / Blackheads,General,Niacinamide 5% + Salicylic Acid 2% + Zinc PCA,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Controls sebum production"
